incident_id,name_of_covered_entity,state,business_associate_involved,individuals_affected,date_of_breach,type_of_breach,location_of_breached_information,date_posted_or_updated,information_breached,entity,organization_type,method
462,Lee Miller Rehabilitation Associates,MD,MedAssets,104800,1/15/12,Theft,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
463,"Jeremaih J. Twomey, F.A.C.P., P.A.",TX,"Jeremaih J. Twomey, F.A.C.P., P.A.",25590,12/31/11,Theft,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
464,Anchorage Community Mental Health Services Inc.,AK,MedAssets,27430,,Unauthorized Access/Disclosure,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
465,Robley Rex VA Medical Center ,KY,MedAssets,11820,1/9/12,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
466,Indiana Internal Medicine Consultants,IN,MedAssets,200000,2/11/12,Theft,Laptop,6/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
467,Policlinica La Familia IPA 343,PR,"T & P Consulting, Inc. d/b/a Quantum Health Consulting",59940,1/11/12,Theft,Laptop,6/3/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
468,Servicios Medicos Integrados de Fajardo,PR,"T & P Consulting, Inc. d/b/a Quantum Health Consulting",100000,1/11/12,Theft,"Laptop, Other Portable Electronic Device",4/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
469,Proveedores Aliados por tu SAlud,PR,Quantum Health Consulting,46450,1/12/12,Theft,Laptop,6/20/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
470,"Centro de Servicios de Cuidados Dirigidos, Inc. d/b/a Metro Salud grupo Profesional",PR,"T&P Consulting, INC. d/b/a Quantum Health Consulting",270980,1/11/12,Theft,Laptop,6/20/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
471,Kern Medical Center ,CA,MedAssets,14310,2/25/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
472,"William F. DeLuca Jr., M.D.",NY,MedAssets,5770,1/16/12,Theft,Laptop,6/2/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
473,Grupo Medico IPA -341,PR,Quantum Health Consulting,79230,1/11/12,Theft,Laptop,6/20/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
474,Advanced Clinical Research Institute,CA,MedAssets,8750,1/26/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
475,Access Medical Group -IPA 344,PR,"T&P Consulting, INC DBA Quantum HC",76060,1/11/12,Theft,"Laptop, Other Portable Electronic Device",6/13/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
476,Georgia Health Sciences University,GA,MedAssets,5130,1/18/12,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
477,"Baylor Heart and Vascular Center, LLP",TX,MedAssets,19720,1/26/12,Theft,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
478,Chicago Musculoskeletal Institute/Metro Orthopedics,IL,MedAssets,7500,12/31/11,Other,Network Server,3/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
479,"Tufts Associated Health Maintenance Organization, Inc. and Tufts Insurance Company",MA,"Caremark PCS Health, L.L.C. (formerly known as Caremark PCS Health, L.P.)",34820,,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
480,Duke University Health System,NC,MedAssets,13700,,Unauthorized Access/Disclosure,Other,4/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
481,St. Joseph's Medical Center,CA,MedAssets,7120,2/2/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
482,UnitedHealth Group health plan single affiliated covered entity,MN,MedAssets,35370,6/28/11,Unauthorized Access/Disclosure,Other,3/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
483,CenterLight Healthcare,NY,MedAssets,6420,1/27/12,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
484,Lake Granbury Medical Center,TX,MedAssets,5020,2/13/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
485,County of Wayne Department of Personnel/Human Resources Benefits Administration Division,MI,MedAssets,12290,3/16/12,Unauthorized Access/Disclosure,E-mail,6/10/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
486,St. Elizabeth's Medical Center,MA,MedAssets,68310,2/1/12,Loss,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
487,The Neighborhood Christian Clinic,AZ,MedAssets,95650,2/7/12,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
488,"AccentCare Home Health of California, Inc. Medicare # 057564    CA state License # 080000226",CA,MedAssets,10000,,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
489,Seton Health Plan,TX,HealthLOGIX,5550,3/9/12,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
490,awklein a med corp,CA,David Charles Rish,20000,2/1/11,Theft,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
491,Utah Department of Health,UT,Utah Department of Technology Services,7800000,,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
492,IU Medical Group,IN,MedAssets,10000,4/11/12,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
493,Rhinebeck Health Center/Center for Progressive Medicine,NY,MedAssets,67450,,Theft,"Desktop Computer, Network Server",6/3/14,"Personal Information, Health Information, Contact Information, Technical Safeguards",Facebook,web,hacked
494,Memorial Healthcare System,FL,MedAssets,94970,,Other,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
495,"Roy E. Gondo, M.D.",WA,MedAssets,21000,2/21/12,Theft,"Desktop Computer, Electronic Medical Record",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
496,"DRD Management, Inc. D/B/A DRD Knoxville Medical Clinic - Central",TX,MedAssets,10000,2/16/12,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
497,Emory Healthcare,GA,MedAssets,3150000,,"Unknown, Other",Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
498,"Rex Smith, DPM -Rex Smith Podiatry ",OR,MedAssets,209150,2/19/12,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
499,Desert AIDS Project,CA,MedAssets,44000,4/12/12,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
500,University of Arkansas for Medical Sciences,AR,MedAssets,71210,2/15/12,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
501,"TLC DENTAL DANIA, LLC",FL,MedAssets,7500,4/23/12,Theft,Paper,2/20/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
502,South Carolina Department of Health and Human Services,SC,MedAssets,2284350,,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
503,Oregon Health Authority,OR,MedAssets,5500,4/13/12,Theft,Paper,4/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
504,SHIELDS For Families ,CA,MedAssets,9610,2/27/12,Theft,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
505,"Safe Ride Services, Inc",AZ,MedAssets,420000,8/31/11,"Unauthorized Access/Disclosure, Hacking/IT Incident",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
506,IntraCare North Hospital,TX,MedAssets,7500,,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
507,"Oakland Vision Services, PC",MI,MedAssets,30000,4/9/12,Hacking/IT Incident,Network Server,3/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
508,"Stephen Haggard, DPM Podiatry ",WA,MedAssets,15970,3/4/12,Theft,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
509,Baptist Health System,AL,MedAssets,16550,3/8/12,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
510,University of Houston for UH College of Optometry,TX,MedAssets,70000,,"Unauthorized Access/Disclosure, Hacking/IT Incident",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
511,Rite Aid Store 1343,WV,MedAssets,29050,3/26/12,Theft,Paper,3/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
512,Iowa Department of Human Services,IA,MedAssets,30000,,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
513,Hogan Services Inc. Health Care Premium Plan,MO,MedAssets,11340,3/30/12,Unauthorized Access/Disclosure,E-mail,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
514,"Family HealthServices Minnesota, P.A.",MN,MedAssets,40000,3/30/12,Theft,Laptop,6/10/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
515,St. Mary Medical Center,CA,MedAssets,39000,5/7/12,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
516,Fairview Health Services,MN,Accretive Health,6230,7/25/11,Theft,Laptop,3/24/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
517,Our Lady of the Lake Regional Medical Center,LA,MedAssets,170000,3/16/12,"Theft, Loss",Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
518,UnitedHealth Group health plan single affiliated covered entity,MN,MedAssets,191000,,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
519,West Dermatology,CA,MedAssets,19000,,Theft,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
520,Duke University Health System,NC,MedAssets,5910,,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
521,"Luz Colon, DPM  Podiatry ",FL,MedAssets,11370,3/20/12,"Theft, Loss",Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
522,Ameritas Life Insurance Corp. ,NE,MedAssets,30000,3/21/12,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
523,Children's Hospital Boston,MA,MedAssets,21590,3/25/12,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
524,Upper Valley Medical Center,OH,"Data Image, Inc.",150000,,Unauthorized Access/Disclosure,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
525,Physician's Automated Laboratory,CA,MedAssets,7450,,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
526,"Phoebe Putney Memorial Hospital, Inc. ",GA,MedAssets,129370,,Theft,"Electronic Medical Record, Paper",2/20/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
527,Independence Physical Therapy,CT,MedAssets,9250,8/1/11,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
528,Titus Regional Medical Center,TX,MedAssets,57000,3/27/12,"Loss, Unknown",Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
